Filename,Batch,Maxfield,Year,Filename2,RunDate,Seq,Notes
VF_6_210720_7272021_03.qgd,VF_Potentilla_210727b.txt,,2021,,,3,
VF_8_210720_7272021_04.qgd,VF_Potentilla_210727b.txt,,2021,,,4,
VF_7_210720_7272021_05.qgd,VF_Potentilla_210727b.txt,,2021,,,5,
Ihyb_10_210721_7272021_06.qgd,VF_Potentilla_210727b.txt,,2021,,,6,
Ihyb_9_210721_7272021_07.qgd,VF_Potentilla_210727b.txt,,2021,,,7,
Ihyb_11_210721_7272021_08.qgd,VF_Potentilla_210727b.txt,,2021,,,8,
VF_14_210720_redo_7272021_09.qgd,VF_Potentilla_210727b.txt,,2021,,,9,
Aeven_POPU_1con_210727_7272021_10.qgd,VF_Potentilla_210727b.txt,,2021,,,10,
Aeven_POPU_2mesh_210727_7272021_11.qgd,VF_Potentilla_210727b.txt,,2021,,,11,
Aeven_POPU_3con_210727_7272021_12.qgd,VF_Potentilla_210727b.txt,,2021,,,12,
Aeven_POPU_4mesh_210727_7272021_13.qgd,VF_Potentilla_210727b.txt,,2021,,,13,
Aeven_POPU_5con_210727_7272021_14.qgd,VF_Potentilla_210727b.txt,,2021,,,14,
Aeven_POPU_6mesh_210727_7272021_15.qgd,VF_Potentilla_210727b.txt,,2021,,,15,
Aeven_POPU_7con_210727_7272021_16.qgd,VF_Potentilla_210727b.txt,,2021,,,16,
Aeven_POPU_8mesh_210727_7272021_17.qgd,VF_Potentilla_210727b.txt,,2021,,,17,
Aeven_POPU_9con_210727_7272021_18.qgd,VF_Potentilla_210727b.txt,,2021,,,18,
Aeven_POPU_10mesh_210727_7272021_19.qgd,VF_Potentilla_210727b.txt,,2021,,,19,
Aeven_POPU_11air_210727_7272021_20.qgd,VF_Potentilla_210727b.txt,,2021,,,20,
Blank1_762021_01.qgd,corydalis210706.txt,,,,,1,
Corydalis_200727_1_762021_02.qgd,corydalis210706.txt,,,,,2,
Corydalis_200727_2_762021_03.qgd,corydalis210706.txt,,,,,3,
Corydalis_200727_3_762021_04.qgd,corydalis210706.txt,,,,,4,
Corydalis_200727_6_762021_05.qgd,corydalis210706.txt,,,,,5,
Corydalis_200727_8_762021_06.qgd,corydalis210706.txt,,,,,6,
Corydalis_200727_10_762021_07.qgd,corydalis210706.txt,,,,,7,
Corydalis_200727_12_762021_08.qgd,corydalis210706.txt,,,,,8,
Blank1_7282021_01.qgd,Ihyb_Corydalis_210728.txt,,,,,1,
Blank2_7282021_21.qgd,Ihyb_Corydalis_210728.txt,,,,,21,
Blank1_7292021_01.qgd,Ihyb_Corydalis_210729.txt,,,,,1,
Blank2_7292021_21.qgd,Ihyb_Corydalis_210729.txt,,,,,21,
Blank1_7312021_01.qgd,Ihyb_Corydalis_210730.txt,,,,,1,
Blank1_812021_01.qgd,Ihyb_Corydalis_210731.txt,,,,,1,
Blank1_7162021_01.qgd,Ihyb_VF_210716.txt,,,,,1,
M13_1_07162021_7162021_02.qgd,Ihyb_VF_210716.txt,,,,,2,
M13_2_07162021_7162021_03.qgd,Ihyb_VF_210716.txt,,,,,3,
M14_1_07162021_7162021_04.qgd,Ihyb_VF_210716.txt,,,,,4,
M14_2_07162021_7162021_05.qgd,Ihyb_VF_210716.txt,,,,,5,
M15_1_07162021_7162021_06.qgd,Ihyb_VF_210716.txt,,,,,6,
M15_2_07162021_7162021_07.qgd,Ihyb_VF_210716.txt,,,,,7,
M16_1_07162021_7162021_08.qgd,Ihyb_VF_210716.txt,,,,,8,
M16_2_07162021_7162021_09.qgd,Ihyb_VF_210716.txt,,,,,9,
Veg_M2_07162021_7162021_10.qgd,Ihyb_VF_210716.txt,,,,,10,
Ambient_M2_07162021_7162021_11.qgd,Ihyb_VF_210716.txt,,,,,11,
No_Drierite_3_07162021_7162021_12.qgd,Ihyb_VF_210716.txt,,,,,12,
No_Drierite_4_07162021_7162021_13.qgd,Ihyb_VF_210716.txt,,,,,13,
No_Drierite_2_07152021_7162021_14.qgd,Ihyb_VF_210716.txt,,,,,14,
Blank2_7162021_15.qgd,Ihyb_VF_210716.txt,,,,,15,
VF_air_JP_200717_7162021_16.qgd,Ihyb_VF_210716.txt,,,,,16,
25_line_Ihyb_200715_7162021_17.qgd,Ihyb_VF_210716.txt,,,,,17,
26_384_Ihyb_200715_7162021_18.qgd,Ihyb_VF_210716.txt,,,,,18,
line_2217_Ihyb_200715_7162021_19.qgd,Ihyb_VF_210716.txt,,,,,19,
13_397_Ihyb_200715_7162021_20.qgd,Ihyb_VF_210716.txt,,,,,20,
7_2228_Ihyb_200715_7162021_21.qgd,Ihyb_VF_210716.txt,,,,,21,
12_398_Ihyb_200715_7162021_22.qgd,Ihyb_VF_210716.txt,,,,,22,
14_396_Ihyb_200715_7162021_23.qgd,Ihyb_VF_210716.txt,,,,,23,
16_394_Ihyb_200715_7162021_24.qgd,Ihyb_VF_210716.txt,,,,,24,
15_395_Ihyb_200715_7162021_25.qgd,Ihyb_VF_210716.txt,,,,,25,
air_JP_Ihyb_200715_7162021_26.qgd,Ihyb_VF_210716.txt,,,,,26,
VF_16_200717_7162021_27.qgd,Ihyb_VF_210716.txt,,,,,27,
VF_7_200717_7162021_28.qgd,Ihyb_VF_210716.txt,,,,,28,
VF_14_200717_7162021_29.qgd,Ihyb_VF_210716.txt,,,,,29,
VF_13_200717_7162021_30.qgd,Ihyb_VF_210716.txt,,,,,30,
VF_11_200717_7162021_31.qgd,Ihyb_VF_210716.txt,,,,,31,
VF_22_200717_7162021_32.qgd,Ihyb_VF_210716.txt,,,,,32,
Blank1_7172021_01.qgd,Ihyb_VF_210717.txt,,,,,1,
SE3U_200724_7172021_02.qgd,Ihyb_VF_210717.txt,,,,,2,
SE3D_200724_7172021_03.qgd,Ihyb_VF_210717.txt,,,,,3,
SE5U_200724_7172021_04.qgd,Ihyb_VF_210717.txt,,,,,4,
SE5D_200724_7172021_05.qgd,Ihyb_VF_210717.txt,,,,,5,
SE7U_200724_7172021_06.qgd,Ihyb_VF_210717.txt,,,,,6,
SE75_200724_7172021_07.qgd,Ihyb_VF_210717.txt,,,,,7,
airST1_200724_7172021_08.qgd,Ihyb_VF_210717.txt,,,,,8,
airST2_200724_7172021_09.qgd,Ihyb_VF_210717.txt,,,,,9,
SP9U_200724_7172021_10.qgd,Ihyb_VF_210717.txt,,,,,10,
SP9D_200724_7172021_11.qgd,Ihyb_VF_210717.txt,,,,,11,
SP11U_200724_7172021_12.qgd,Ihyb_VF_210717.txt,,,,,12,
SP11D_200724_7172021_13.qgd,Ihyb_VF_210717.txt,,,,,13,
SP1U_200724_7172021_14.qgd,Ihyb_VF_210717.txt,,,,,14,
SP1D_200724_7172021_15.qgd,Ihyb_VF_210717.txt,,,,,15,
SP2U_200724_7172021_16.qgd,Ihyb_VF_210717.txt,,,,,16,
SP2D_200724_7172021_17.qgd,Ihyb_VF_210717.txt,,,,,17,
SE4U_200724_7172021_18.qgd,Ihyb_VF_210717.txt,,,,,18,
SE4D_200724_7172021_19.qgd,Ihyb_VF_210717.txt,,,,,19,
SE6D_200724_7172021_20.qgd,Ihyb_VF_210717.txt,,,,,20,
Blank1_7182021_01.qgd,Ihyb_VF_210718.txt,,,,,1,
SE10U_200724_7182021_02.qgd,Ihyb_VF_210718.txt,,,,,2,
SE10D_200724_7182021_03.qgd,Ihyb_VF_210718.txt,,,,,3,
SP12U_200724_7182021_04.qgd,Ihyb_VF_210718.txt,,,,,4,
SP12D_200724_7182021_05.qgd,Ihyb_VF_210718.txt,,,,,5,
SP14U_200724_7182021_06.qgd,Ihyb_VF_210718.txt,,,,,6,
SP14D_200724_7182021_07.qgd,Ihyb_VF_210718.txt,,,,,7,
air3_200724_7182021_08.qgd,Ihyb_VF_210718.txt,,,,,8,
air4_200724_7182021_09.qgd,Ihyb_VF_210718.txt,,,,,9,
SE6D_200724_7182021_10.qgd,Ihyb_VF_210718.txt,,,,,10,
SP8U_200724_7182021_11.qgd,Ihyb_VF_210718.txt,,,,,11,
SP8D_200724_7182021_12.qgd,Ihyb_VF_210718.txt,,,,,12,
SP2D_200724_redo_7182021_17.qgd,Ihyb_VF_210718.txt,,,,,17,
SE6D_200724_redo_7182021_20.qgd,Ihyb_VF_210718.txt,,,,,20,
Blank2_7182021_21.qgd,Ihyb_VF_210718.txt,,,,,21,
M25_1_07172021_7182021_22.qgd,Ihyb_VF_210718.txt,,,,,22,
M25_2_07172021_7182021_23.qgd,Ihyb_VF_210718.txt,,,,,23,
M18_1_07172021_7182021_24.qgd,Ihyb_VF_210718.txt,,,,,24,
M18_2_07172021_7182021_25.qgd,Ihyb_VF_210718.txt,,,,,25,
M23_1_07172021_7182021_26.qgd,Ihyb_VF_210718.txt,,,,,26,
M23_2_07172021_7182021_27.qgd,Ihyb_VF_210718.txt,,,,,27,
M17_1_07172021_7182021_28.qgd,Ihyb_VF_210718.txt,,,,,28,
M17_2_07172021_7182021_29.qgd,Ihyb_VF_210718.txt,,,,,29,
M21_1_07172021_7182021_30.qgd,Ihyb_VF_210718.txt,,,,,30,
M21_2_07172021_7182021_31.qgd,Ihyb_VF_210718.txt,,,,,31,
Ambient_M3_07172021_7182021_32.qgd,Ihyb_VF_210718.txt,,,,,32,
Field_Blank_1_07172021_7182021_33.qgd,Ihyb_VF_210718.txt,,,,,33,
No_Drierite_2_07152021_redo_7182021_34.qgd,Ihyb_VF_210718.txt,,,,,34,
Blank1_7192021_01.qgd,Ihyb_VF_210719.txt,,,,,1,
SE10D_200724_redo_7192021_03.qgd,Ihyb_VF_210719.txt,,,,,3,
Blank1_822021_01.qgd,Maxfield_210802.txt,,,,,1,
Blank1_822021_01.qgd,Maxfield_210802.txt,,,,,1,
Blank1_822021_02.qgd,Maxfield_SC_210802b.txt,,,,,2,
Blank1_752021_01.qgd,maxfield210705.txt,,,,,1,
Blank1_752021_02.qgd,maxfield210705b.txt,,,,,2,
Corydalis_200727_12_redo_762021_08.qgd,maxfield210706b.txt,,,,,8,
Blank1_772021_01.qgd,maxfield210707.txt,,,,,1,
Blank2_772021_21.qgd,maxfield210707.txt,,,,,21,
Blank1_782021_01.qgd,maxfield210708.txt,,,,,1,
Blank2_782021_21.qgd,maxfield210708.txt,,,,,21,
VF_17_125_200717_782021_35.qgd,maxfield210708.txt,,,,,35,
Ihyb_30_380_200721_782021_36.qgd,maxfield210708.txt,,,,,36,
Blank1_792021_01.qgd,maxfield210709.txt,,,,,1,
Blank2_792021_21.qgd,maxfield210709.txt,,,,,21,
Blank1_7112021_01.qgd,maxfield210711.txt,,,,,1,
Blank2_7112021_21.qgd,maxfield210711.txt,,,,,21,
airST_200722_7112021_28.qgd,maxfield210711.txt,,,,,28,
Blank1_7122021_01.qgd,maxfield210712.txt,,,,,1,
airST_200729_7122021_14.qgd,maxfield210712.txt,,,,,14,
Blank2_7122021_21.qgd,maxfield210712.txt,,,,,21,
tubeblank_7122021_36.qgd,maxfield210712.txt,,,,,36,
Conditioning_21_7132021_01.qgd,maxfield210713.txt,,,,,1,
Conditioning_22_7132021_02.qgd,maxfield210713.txt,,,,,2,
Conditioning_23_7132021_03.qgd,maxfield210713.txt,,,,,3,
Conditioning_24_7132021_04.qgd,maxfield210713.txt,,,,,4,
Conditioning_25_7132021_05.qgd,maxfield210713.txt,,,,,5,
Conditioning_26_7132021_06.qgd,maxfield210713.txt,,,,,6,
Conditioning_27_7132021_07.qgd,maxfield210713.txt,,,,,7,
Conditioning_28_7132021_08.qgd,maxfield210713.txt,,,,,8,
Conditioning_29_7132021_09.qgd,maxfield210713.txt,,,,,9,
Blank1_7142021_01.qgd,maxfield210714.txt,,,,,1,
27_383_Ihyb_200716_7142021_02.qgd,maxfield210714.txt,,,,,2,
28_382_Ihyb_200716_7142021_03.qgd,maxfield210714.txt,,,,,3,
20_390_Ihyb_200716_7142021_04.qgd,maxfield210714.txt,,,,,4,
21_389_Ihyb_200716_7142021_05.qgd,maxfield210714.txt,,,,,5,
23_387_Ihyb_200716_7142021_06.qgd,maxfield210714.txt,,,,,6,
5_line__Ihyb_200716_7142021_07.qgd,maxfield210714.txt,,,,,7,
6_line_Ihyb_200716_7142021_08.qgd,maxfield210714.txt,,,,,8,
air_ST_Ihyb_200716_7142021_09.qgd,maxfield210714.txt,,,,,9,
line_381_Ihyb_200716_7142021_10.qgd,maxfield210714.txt,,,,,10,
line_2283_Ihyb_200716_7142021_11.qgd,maxfield210714.txt,,,,,11,
15_395_Ihyb_200721_7142021_12.qgd,maxfield210714.txt,,,,,12,
6_2245_Ihyb_200721_7142021_13.qgd,maxfield210714.txt,,,,,13,
14_396_Ihyb_200721_7142021_14.qgd,maxfield210714.txt,,,,,14,
8_2294_Ihyb_200721_7142021_15.qgd,maxfield210714.txt,,,,,15,
18_392_Ihyb_200721_7142021_16.qgd,maxfield210714.txt,,,,,16,
12_398_Ihyb_200721_7142021_17.qgd,maxfield210714.txt,,,,,17,
air_JP_Ihyb_200721_7142021_18.qgd,maxfield210714.txt,,,,,18,
nolabel_Ihyb_200721_7142021_19.qgd,maxfield210714.txt,,,,,19,
5_Ihyb_nodate_7142021_20.qgd,maxfield210714.txt,,,,,20,
Blank1_7152021_01.qgd,maxfield210715.txt,,,,,1,
3015_Ihyb_nodate_7152021_02.qgd,maxfield210715.txt,,,,,2,
400_Ihyb_nodate_7152021_03.qgd,maxfield210715.txt,,,,,3,
2200_Ihyb_nodate_7152021_04.qgd,maxfield210715.txt,,,,,4,
28_382_Ihyb_200721_7152021_05.qgd,maxfield210715.txt,,,,,5,
27_383_Ihyb_200721_7152021_06.qgd,maxfield210715.txt,,,,,6,
25_385_Ihyb_200721_7152021_07.qgd,maxfield210715.txt,,,,,7,
384_Ihyb_Ihyb_200721_7152021_08.qgd,maxfield210715.txt,,,,,8,
387_Ihyb_200721_7152021_09.qgd,maxfield210715.txt,,,,,9,
air_ST_Ihyb_200721_7152021_10.qgd,maxfield210715.txt,,,,,10,
389_Ihyb_200721_7152021_11.qgd,maxfield210715.txt,,,,,11,
7_228_Ihyb_200721_7152021_12.qgd,maxfield210715.txt,,,,,12,
399_Ihyb_200721_7152021_13.qgd,maxfield210715.txt,,,,,13,
2282_Ihyb_200721_7152021_14.qgd,maxfield210715.txt,,,,,14,
2283_Ihyb_200721_7152021_15.qgd,maxfield210715.txt,,,,,15,
VF_4_129_200717_7152021_16.qgd,maxfield210715.txt,,,,,16,
VF_3_32_200717_7152021_17.qgd,maxfield210715.txt,,,,,17,
VF_21_129_200717_7152021_18.qgd,maxfield210715.txt,,,,,18,
VF_9_117_200717_7152021_19.qgd,maxfield210715.txt,,,,,19,
VF_10_118_200717_7152021_20.qgd,maxfield210715.txt,,,,,20,
Blank2_7152021_21.qgd,maxfield210715.txt,,,,,21,
M7_1_07152021_7152021_22.qgd,maxfield210715.txt,,,,,22,
M7_2_07152021_7152021_23.qgd,maxfield210715.txt,,,,,23,
M8_1_07152021_7152021_24.qgd,maxfield210715.txt,,,,,24,
M8_2_07152021_7152021_25.qgd,maxfield210715.txt,,,,,25,
M9_1_07152021_7152021_26.qgd,maxfield210715.txt,,,,,26,
M9_2_07152021_7152021_27.qgd,maxfield210715.txt,,,,,27,
M10_1_07152021_7152021_28.qgd,maxfield210715.txt,,,,,28,
M10_2_07152021_7152021_29.qgd,maxfield210715.txt,,,,,29,
M11_1_07152021_7152021_30.qgd,maxfield210715.txt,,,,,30,
M11_2_07152021_7152021_31.qgd,maxfield210715.txt,,,,,31,
M12_1_07152021_7152021_32.qgd,maxfield210715.txt,,,,,32,
M12_2_07152021_7152021_33.qgd,maxfield210715.txt,,,,,33,
Veg_07152021_7152021_34.qgd,maxfield210715.txt,,,,,34,
Ambient_07152021_7152021_35.qgd,maxfield210715.txt,,,,,35,
No_Drierite_1_07152021_7152021_36.qgd,maxfield210715.txt,,,,,36,
Blank1_7202021_02.qgd,Samples_210720.txt,,,,,2,
M33_1_07192021_7202021_03.qgd,Samples_210720.txt,,,,,3,
M33_2_07192021_7202021_04.qgd,Samples_210720.txt,,,,,4,
M34_1_07192021_7202021_05.qgd,Samples_210720.txt,,,,,5,
M34_2_07192021_7202021_06.qgd,Samples_210720.txt,,,,,6,
M32_1_07192021_7202021_07.qgd,Samples_210720.txt,,,,,7,
M32_2_07192021_7202021_08.qgd,Samples_210720.txt,,,,,8,
M35_1_07192021_7202021_09.qgd,Samples_210720.txt,,,,,9,
M35_2_07192021_7202021_10.qgd,Samples_210720.txt,,,,,10,
M30_1_07192021_7202021_11.qgd,Samples_210720.txt,,,,,11,
M30_2_07192021_7202021_12.qgd,Samples_210720.txt,,,,,12,
M31_1_07192021_7202021_13.qgd,Samples_210720.txt,,,,,13,
M31_2_07192021_7202021_14.qgd,Samples_210720.txt,,,,,14,
Vegetative_3_07192021_7202021_15.qgd,Samples_210720.txt,,,,,15,
Ambient_4_07192021_7202021_16.qgd,Samples_210720.txt,,,,,16,
Blank2_7202021_17.qgd,Samples_210720.txt,,,,,17,
Blank1_7222021_01.qgd,Samples_210721.txt,,,,,1,
Blank1_7222021_02.qgd,Samples_210722.txt,,,,,2,
Blank1_7232021_01.qgd,Samples_210723.txt,,,,,1,
STD3uL0.0001rep1_7232021_01.qgd,Stds_210723.txt,,,,,1,
STD3uL0.0001rep2_7232021_02.qgd,Stds_210723.txt,,,,,2,
STD3uL0.0001rep3_7232021_03.qgd,Stds_210723.txt,,,,,3,
STD3uL0.001rep1_7232021_04.qgd,Stds_210723.txt,,,,,4,
STD3uL0.001rep2_7232021_05.qgd,Stds_210723.txt,,,,,5,
STD3uL0.001rep3_7232021_06.qgd,Stds_210723.txt,,,,,6,
STD3uL0.01rep1_7232021_07.qgd,Stds_210723.txt,,,,,7,
STD3uL0.01rep2_7232021_08.qgd,Stds_210723.txt,,,,,8,
STD3uL0.01rep3_7232021_09.qgd,Stds_210723.txt,,,,,9,
STD3uL0.1rep1_7232021_10.qgd,Stds_210723.txt,,,,,10,
STD3uL0.1rep2_7232021_11.qgd,Stds_210723.txt,,,,,11,
STD3uL0.01rep1_redo_7272021_01.qgd,VF_210727.txt,,,,,1,
Blank1_7272021_02.qgd,VF_210727.txt,,,,,2,
Blank1_7272021_01.qgd,VF_Potentilla_210727b.txt,,,,,1,
Blank2_7272021_21.qgd,VF_Potentilla_210727b.txt,,,,,21,
Corydalis_Tube21_7272021_22.qgd,VF_Potentilla_210727b.txt,,,,,22,
Corydalis_Tube22_7272021_23.qgd,VF_Potentilla_210727b.txt,,,,,23,
Corydalis_Tube23_7272021_24.qgd,VF_Potentilla_210727b.txt,,,,,24,
Corydalis_Tube24_7272021_25.qgd,VF_Potentilla_210727b.txt,,,,,25,
Corydalis_Tube25_7272021_26.qgd,VF_Potentilla_210727b.txt,,,,,26,
Corydalis_Tube26_7272021_27.qgd,VF_Potentilla_210727b.txt,,,,,27,
Corydalis_Tube27_7272021_28.qgd,VF_Potentilla_210727b.txt,,,,,28,
Corydalis_Tube28_7272021_29.qgd,VF_Potentilla_210727b.txt,,,,,29,
Corydalis_Tube29_7272021_30.qgd,VF_Potentilla_210727b.txt,,,,,30,
Corydalis_Tube30_7272021_31.qgd,VF_Potentilla_210727b.txt,,,,,31,
Corydalis_Tube31_7272021_32.qgd,VF_Potentilla_210727b.txt,,,,,32,
Corydalis_Tube32_7272021_33.qgd,VF_Potentilla_210727b.txt,,,,,33,
Corydalis_Tube33_7272021_34.qgd,VF_Potentilla_210727b.txt,,,,,34,
Corydalis_Tube34_7272021_35.qgd,VF_Potentilla_210727b.txt,,,,,35,